fecha,demanda_total,prioritaria,industria,usinas,exportaciones,iny_tgs,iny_tgn,iny_enarsa,iny_gpm,iny_bolivia,iny_escobar,iny_total,linepack_tgs,var_linepack_tgs,lim_inf_tgs,lim_sup_tgs,linepack_tgn,var_linepack_tgn,lim_inf_tgn,lim_sup_tgn,linepack_total,var_linepack_total,lim_inf_total,lim_sup_total,tramo_final_tgs,tf_lim_inf_tgs,tf_lim_sup_tgs,tramo_final_tgn,tf_lim_inf_tgn,tf_lim_sup_tgn,temp_min_ba,temp_max_ba,temp_prom_ba,temp_min_esquel,temp_max_esquel,temp_prom_esquel,cammesa_gas,cammesa_gasoil,cammesa_fueloil,cammesa_carbon,cammesa_total,gnc,combustible,ajuste,origen_dato,estado_tgn,cammesa_gas_est,cammesa_gasoil_est,cammesa_fueloil_est,cammesa_carbon_est
2026-02-01,120.3,11.4,34.2,,11.3,70.2,28.9,21.2,0.0,0.0,0.0,120.3,,,,,,,,,346.1,,,,,,,,,,22.0,31.0,26.5,,,,55.439,0.0,0.0,1.852,,,,,RDS_ESTIMADO,,,,,
2026-02-02,130.0,15.3,35.9,,11.8,77.1,31.7,21.2,0.0,0.0,0.0,130.0,,,,,,,,,350.5,,,,,,,,,,23.0,34.0,28.5,,,,63.35,0.0,0.0,1.966,,,,,RDS_ESTIMADO,,,,,
2026-02-03,134.1,13.8,36.3,,10.6,80.0,32.9,21.2,0.0,0.0,0.0,134.1,,,,,,,,,351.2,,,,,,,,,,25.0,36.0,30.5,,,,69.705,0.0,0.0,2.077,,,,,RDS_ESTIMADO,,,,,
2026-02-04,131.8,14.7,36.9,,10.6,78.4,32.2,21.2,0.0,0.0,0.0,131.8,,,,,,,,,348.1,,,,,,,,,,23.0,32.0,27.5,,,,63.48,0.0,0.0,2.102,,,,,RDS_ESTIMADO,,,,,
2026-02-05,129.9,14.7,36.3,,11.1,77.0,31.7,21.2,0.0,0.0,0.0,129.9,,,,,,,,,342.8,,,,,,,,,,23.0,31.0,27.0,,,,62.814,0.257,0.0,1.906,,,,,RDS_ESTIMADO,,,,,
2026-02-06,127.3,16.2,37.2,,12.399999999999999,75.2,30.9,21.2,0.0,0.0,0.0,127.3,,,,,,,,,342.8,,,,,,,,,,18.0,28.0,23.0,,,,55.784,0.0,0.0,1.862,,,,,RDS_ESTIMADO,,,,,
2026-02-07,120.0,13.3,36.0,,9.2,70.0,28.8,21.2,0.0,0.0,0.0,120.0,,,,,,,,,343.6,,,,,,,,,,17.0,32.0,24.5,,,,56.249,0.0,0.0,1.597,,,,,RDS_ESTIMADO,,,,,
2026-02-08,109.2,11.9,35.3,,8.7,62.4,25.6,21.2,0.0,0.0,0.0,109.2,,,,,,,,,348.2,,,,,,,,,,22.0,31.0,26.5,,,,53.332,0.0,0.0,1.577,,,,,RDS_ESTIMADO,,,,,
2026-02-09,122.0,14.7,36.7,,9.3,71.4,29.4,21.2,0.0,0.0,0.0,122.0,,,,,,,,,354.4,,,,,,,,,,22.0,31.0,26.5,,,,63.89,0.0,0.0,1.823,,,,,RDS_ESTIMADO,,,,,
2026-02-10,130.5,14.9,36.2,,10.7,77.5,31.8,21.2,0.0,0.0,0.0,130.5,,,,,,,,,351.8,,,,,,,,,,22.0,34.0,28.0,,,,66.309,0.0,0.0,2.024,,,,,RDS_ESTIMADO,,,,,
2026-02-11,128.1,16.3,35.8,,10.6,75.8,31.1,21.2,0.0,0.0,0.0,128.1,,,,,,,,,345.4,,,,,,,,,,23.0,31.0,27.0,,,,62.992,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-12,124.1,17.0,35.1,,10.6,72.9,30.0,21.2,0.0,0.0,0.0,124.1,,,,,,,,,343.4,,,,,,,,,,21.0,28.0,24.5,,,,58.941,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-13,126.4,19.1,36.1,,10.8,74.6,30.6,21.2,0.0,0.0,0.0,126.4,,,,,,,,,340.4,,,,,,,,,,17.0,27.0,22.0,,,,53.544,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-14,105.8,15.4,35.4,,8.8,60.0,24.6,21.2,0.0,0.0,0.0,105.8,,,,,,,,,339.5,,,,,,,,,,18.0,26.0,22.0,,,,43.396,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-15,103.6,12.7,34.8,,9.0,58.4,24.0,21.2,0.0,0.0,0.0,103.6,,,,,,,,,345.6,,,,,,,,,,22.0,27.0,24.5,,,,46.236,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-16,108.9,12.6,34.9,,8.8,62.2,25.5,21.2,0.0,0.0,0.0,108.9,,,,,,,,,353.7,,,,,,,,,,20.0,30.0,25.0,,,,48.014,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-17,111.9,12.4,35.0,,9.8,64.3,26.4,21.2,0.0,0.0,0.0,111.9,,,,,,,,,359.8,,,,,,,,,,22.0,30.0,26.0,,,,51.941,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-18,129.3,14.3,35.8,,8.5,76.6,31.5,21.2,0.0,0.0,0.0,129.3,,,,,,,,,362.6,,,,,,,,,,21.0,31.0,26.0,,,,68.142,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-19,133.6,15.3,35.9,,11.5,79.7,32.7,21.2,0.0,0.0,0.0,133.6,,,,,,,,,344.9,,,,,,,,,,23.0,29.0,26.0,,,,63.748,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-20,128.5,15.4,37.3,,11.0,76.0,31.3,21.2,0.0,0.0,0.0,128.5,,,,,,,,,342.5,,,,,,,,,,19.0,28.0,23.5,,,,58.859,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-21,114.6,13.4,35.9,,10.299999999999999,66.2,27.2,21.2,0.0,0.0,0.0,114.6,,,,,,,,,340.8,,,,,,,,,,20.0,28.0,24.0,,,,50.831,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-22,110.3,12.2,35.4,,9.8,63.1,26.0,21.2,0.0,0.0,0.0,110.3,,,,,,,,,344.1,,,,,,,,,,21.0,28.0,24.5,,,,49.469,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-23,123.3,14.9,36.7,,9.8,72.4,29.7,21.2,0.0,0.0,0.0,123.3,,,,,,,,,351.3,,,,,,,,,,22.0,29.0,25.5,,,,60.91,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-24,126.4,15.8,37.4,,9.2,74.6,30.6,21.2,0.0,0.0,0.0,126.4,,,,,,,,,343.7,,,,,,,,,,21.0,32.0,26.5,,,,58.956,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-25,123.2,17.1,36.8,,9.7,72.3,29.7,21.2,0.0,0.0,0.0,123.2,,,,,,,,,334.6,,,,,,,,,,15.0,26.0,20.5,,,,53.867,0.0,0.01,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-26,121.3,16.8,36.7,,11.0,70.9,29.2,21.2,0.0,0.0,0.0,121.3,,,,,,,,,331.7,,,,,,,,,,16.0,26.0,21.0,,,,50.992,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-27,119.4,15.7,36.8,,10.4,69.6,28.6,21.2,0.0,0.0,0.0,119.4,,,,,,,,,329.7,,,,,,,,,,20.0,28.0,24.0,,,,50.434,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-02-28,114.7,12.7,35.4,,9.8,66.3,27.2,21.2,0.0,0.0,0.0,114.7,,,,,,,,,330.0,,,,,,,,,,21.0,31.0,26.0,,,,48.217,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-01,106.9,11.4,35.2,,9.8,60.7,25.0,21.2,0.0,0.0,0.0,106.9,,,,,,,,,340.3,,,,,,,,,,20.0,32.0,26.0,,,,47.696,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-02,127.7,14.7,36.1,,9.8,75.5,31.0,21.2,0.0,0.0,0.0,127.7,,,,,,,,,352.7,,,,,,,,,,22.0,31.0,26.5,,,,62.601,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-03,128.4,16.2,36.3,,11.1,76.0,31.2,21.2,0.0,0.0,0.0,128.4,,,,,,,,,350.1,,,,,,,,,,20.0,28.0,24.0,,,,58.79,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-04,126.8,17.5,36.7,,11.0,74.8,30.8,21.2,0.0,0.0,0.0,126.8,,,,,,,,,349.2,,,,,,,,,,19.0,29.0,24.0,,,,55.628,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-05,120.0,20.3,36.8,,10.100000000000001,70.0,28.8,21.2,0.0,0.0,0.0,120.0,,,,,,,,,348.8,,,,,,,,,,19.0,26.0,22.5,,,,56.032,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-06,123.1,19.6,36.7,,9.8,72.2,29.7,21.2,0.0,0.0,0.0,123.1,,,,,,,,,343.0,,,,,,,,,,21.0,25.0,23.0,,,,52.977,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-07,110.3,15.8,35.8,,9.8,63.1,26.0,21.2,0.0,0.0,0.0,110.3,,,,,,,,,341.1,,,,,,,,,,20.0,25.0,22.5,,,,44.855,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-08,98.1,14.8,35.0,,9.7,54.5,22.4,21.2,0.0,0.0,0.0,98.1,,,,,,,,,349.9,,,,,,,,,,19.0,24.0,21.5,,,,37.7,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-09,116.2,17.8,35.7,,10.8,67.3,27.7,21.2,0.0,0.0,0.0,116.2,,,,,,,,,363.4,,,,,,,,,,18.0,25.0,21.5,,,,45.839,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-10,120.7,17.7,36.0,,10.4,70.5,29.0,21.2,0.0,0.0,0.0,120.7,,,,,,,,,362.3,,,,,,,,,,18.0,25.0,21.5,,,,54.51,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-11,121.9,17.3,36.7,,11.0,71.4,29.3,21.2,0.0,0.0,0.0,121.9,,,,,,,,,358.2,,,,,,,,,,19.0,26.0,22.5,,,,48.787,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-12,122.9,17.2,37.4,,11.3,72.1,29.6,21.2,0.0,0.0,0.0,122.9,,,,,,,,,361.1,,,,,,,,,,21.0,26.0,23.5,,,,51.395,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-13,124.8,18.4,36.1,,11.3,73.4,30.2,21.2,0.0,0.0,0.0,124.8,,,,,,,,,361.4,,,,,,,,,,19.0,27.0,23.0,,,,52.319,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-14,116.8,15.9,35.9,,10.0,67.8,27.8,21.2,0.0,0.0,0.0,116.8,,,,,,,,,355.0,,,,,,,,,,20.0,27.0,23.5,,,,49.639,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-15,115.6,15.0,35.6,,11.0,66.9,27.5,21.2,0.0,0.0,0.0,115.6,,,,,,,,,359.5,,,,,,,,,,19.0,32.0,25.5,,,,44.963,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-16,127.5,16.8,36.3,,9.8,75.3,31.0,21.2,0.0,0.0,0.0,127.5,,,,,,,,,363.3,,,,,,,,,,24.0,29.0,26.5,,,,59.653,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-17,127.3,19.7,37.1,,11.799999999999999,75.2,30.9,21.2,0.0,0.0,0.0,127.3,,,,,,,,,354.6,,,,,,,,,,21.0,28.0,24.5,,,,56.662,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-18,126.2,19.7,37.4,,11.6,74.4,30.6,21.2,0.0,0.0,0.0,126.2,,,,,,,,,342.2,,,,,,,,,,16.0,26.0,21.0,,,,51.25,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-19,126.1,21.3,38.1,,11.0,74.3,30.6,21.2,0.0,0.0,0.0,126.1,,,,,,,,,334.4,,,,,,,,,,18.0,25.0,21.5,,,,51.093,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-20,127.9,21.6,37.3,,10.7,75.6,31.1,21.2,0.0,0.0,0.0,127.9,,,,,,,,,330.3,,,,,,,,,,20.0,27.0,23.5,,,,51.587,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-21,113.5,19.9,36.0,,10.299999999999999,65.4,26.9,21.2,0.0,0.0,0.0,113.5,,,,,,,,,329.8,,,,,,,,,,19.0,24.0,21.5,,,,43.739,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-22,110.8,20.1,36.1,,10.799999999999999,63.5,26.1,21.2,0.0,0.0,0.0,110.8,,,,,,,,,340.1,,,,,,,,,,13.0,24.0,18.5,,,,38.738,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-23,111.3,22.6,35.7,,10.899999999999999,63.9,26.2,21.2,0.0,0.0,0.0,111.3,,,,,,,,,351.4,,,,,,,,,,17.0,23.0,20.0,,,,40.594,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-24,111.7,21.5,36.0,,10.7,64.1,26.4,21.2,0.0,0.0,0.0,111.7,,,,,,,,,354.0,,,,,,,,,,10.0,23.0,16.5,,,,39.527,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-25,126.5,24.4,37.9,,10.899999999999999,74.6,30.7,21.2,0.0,0.0,0.0,126.5,,,,,,,,,354.4,,,,,,,,,,12.0,25.0,18.5,,,,45.162,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-26,121.1,23.3,37.9,,8.1,70.8,29.1,21.2,0.0,0.0,0.0,121.1,,,,,,,,,351.7,,,,,,,,,,15.0,27.0,21.0,,,,49.327,0.0,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-27,123.7,22.0,38.3,,9.4,72.6,29.9,21.2,0.0,0.0,0.0,123.7,,,,,,,,,344.8,,,,,,,,,,20.0,27.0,23.5,,,,52.477,0.097,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-28,116.0,17.3,38.0,,10.1,67.2,27.6,21.2,0.0,0.0,0.0,116.0,,,,,,,,,335.5,,,,,,,,,,21.0,27.0,24.0,,,,50.204,0.107,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-29,122.1,16.2,37.8,,10.1,71.5,29.4,21.2,0.0,0.0,0.0,122.1,,,,,,,,,338.0,,,,,,,,,,21.0,29.0,25.0,,,,49.078,0.142,0.0,0.0,,,,,RDS_ESTIMADO,,,,,
2026-03-30,127.0,18.8,38.5,,10.3,75.0,30.8,21.2,0.0,0.0,0.0,127.0,,,,,,,,,350.3,,,,,,,,,,21.0,29.0,25.0,,,,53.83,8.23,1.31,0.0,63.37,,,,RDS_ESTIMADO,,,,,
2026-03-31,127.7,18.8,37.9,,11.8,75.5,31.0,21.2,0.0,0.0,0.0,127.7,,,,,,,,,352.3,,,,,,,,,,22.0,29.0,25.5,,,,55.31,13.89,1.18,1.05,71.43,,,,RDS_ESTIMADO,,,,,
2026-04-01,130.0,19.2,37.8,54.4,11.3,69.3,34.3,22.8,20.9,1.9,0.0,126.4,217.8,,215.0,235.0,124.89,,110.0,142.0,342.69,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,24.5,0.0,13.0,6.5,58.69,10.51,0.8,1.8,71.8,,,,RDS_ESTIMADO,,,,,
2026-04-02,127.8,18.2,37.0,49.5,11.100000000000001,67.4,34.0,19.5,19.5,0.0,0.0,120.9,216.66,,215.0,235.0,126.04,,110.0,142.0,342.7,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,23.0,0.0,15.0,7.5,58.02,0.11,0.0,1.76,59.89,,,,RDS_ESTIMADO,,,,,
2026-04-03,122.5,19.0,36.7,44.8,11.100000000000001,65.9,32.1,19.1,19.1,0.0,0.0,117.1,215.09,,215.0,235.0,129.32,,110.0,142.0,344.41,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,24.0,3.0,13.0,8.0,50.21,0.13,0.0,1.81,52.15,,,,RDS_ESTIMADO,,,,,
2026-04-04,116.9,21.8,37.1,36.1,11.100000000000001,65.3,32.6,20.1,20.1,0.0,0.0,118.0,220.23,,215.0,235.0,132.94,,110.0,142.0,353.17,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,16.5,0.0,17.0,8.5,42.33,0.12,0.01,1.9,44.35,,,,RDS_ESTIMADO,,,,,
2026-04-05,120.4,23.8,33.5,29.0,8.9,52.7,35.1,20.2,20.2,1.9,0.0,108.0,220.85,0.62,215.0,235.0,134.45,1.51,110.0,142.0,355.3,2.13,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,15.5,4.0,17.0,10.5,33.26,0.07,0.0,2.02,35.35,4.5,6.2,,PS_REAL,,,,,
2026-04-06,136.2,28.2,37.2,37.7,10.9,66.8,33.3,20.2,20.2,1.3,0.0,120.4,225.25,4.4,215.0,235.0,130.12,-4.33,110.0,142.0,355.37,0.07,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,16.0,1.0,17.0,9.0,41.06,0.39,0.0,1.92,43.37,5.3,2.3,,PS_REAL,,,,,
2026-04-07,142.0,29.4,37.9,39.3,11.2,70.0,34.8,20.9,20.9,1.4,0.0,125.7,227.73,2.48,215.0,235.0,127.75,-2.37,110.0,142.0,355.48,0.11,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,17.5,5.0,17.0,11.0,44.13,0.14,0.0,2.02,46.29,5.3,3.5,,PS_REAL,,,,,
2026-04-08,142.8,28.3,39.2,39.4,11.100000000000001,69.9,36.3,20.8,20.8,1.3,0.0,127.0,228.5,0.77,215.0,235.0,127.13,-0.62,110.0,142.0,355.63,0.15,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,16.5,2.0,18.0,10.0,43.41,0.73,0.0,1.29,45.43,5.4,3.8,,PS_REAL,,,,,
2026-04-09,125.3,27.9,37.7,37.2,11.200000000000001,70.1,36.6,20.5,20.5,0.7,0.0,127.2,226.87,-1.63,215.0,235.0,130.64,3.5,110.0,142.0,357.51,1.87,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,16.5,2.0,19.0,10.5,44.04,0.02,0.0,0.0,44.06,5.5,3.9,1.8,PS_REAL,,,,,
2026-04-10,124.2,27.8,38.2,35.1,10.8,71.3,33.3,20.3,20.3,0.0,0.0,124.9,229.32,2.45,215.0,235.0,130.56,-0.08,110.0,142.0,359.88,2.37,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,16.0,3.0,20.0,11.5,39.45,0.79,0.0,0.0,40.24,5.5,3.9,,PS_PROYECCION,,,,,
2026-04-11,110.0,22.3,37.7,27.2,11.5,71.6,34.0,16.0,16.0,0.0,0.0,121.6,235.81,6.49,215.0,235.0,134.07,3.52,110.0,142.0,369.88,10.01,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,16.5,6.0,14.0,10.0,30.95,0.09,0.0,0.0,31.04,5.3,3.8,,PS_PROYECCION,,,,,
2026-04-12,122.3,22.2,37.2,27.8,11.1,64.8,33.5,10.8,10.8,0.0,0.0,109.1,235.46,-235.81,215.0,235.0,,-134.07,110.0,142.0,369.9,-369.88,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,17.5,3.0,13.0,8.0,32.19,0.04,0.0,0.0,32.23,4.5,3.4,,PS_REAL,,,,,
2026-04-13,127.0,23.8,38.7,30.0,9.2,59.5,32.5,13.8,13.8,0.0,0.0,105.9,230.48,,215.0,235.0,,,110.0,142.0,371.6,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,19.0,2.0,18.0,10.0,40.34,0.11,0.0,0.0,40.44,5.3,3.2,,PS_REAL,,,,,
2026-04-14,132.9,24.1,37.5,35.5,10.9,58.7,31.3,19.1,19.1,0.0,0.0,109.1,225.81,,215.0,235.0,,,110.0,142.0,366.5,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,21.0,4.0,14.0,9.0,40.59,0.11,0.0,0.0,40.7,5.3,3.5,,PS_REAL,,,,,
2026-04-15,134.7,24.3,38.2,37.0,9.6,61.4,32.6,18.6,18.6,0.0,0.0,112.6,220.03,,215.0,235.0,,,110.0,142.0,358.2,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,21.0,1.0,18.0,9.5,40.6,0.11,0.0,0.0,40.71,5.4,4.3,,PS_REAL,,,,,
2026-04-16,135.9,24.8,39.2,38.2,8.8,63.3,34.0,19.9,19.9,0.0,0.0,117.2,208.09,,215.0,235.0,,,110.0,142.0,351.7,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,22.0,9.0,16.0,12.5,40.59,0.11,0.0,0.0,40.7,5.6,3.6,,PS_REAL,,,,,
2026-04-17,124.4,25.4,39.7,39.3,10.799999999999999,62.9,31.8,17.0,17.0,0.0,0.0,111.7,216.02,,215.0,235.0,,,110.0,142.0,348.2,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,20.5,7.0,17.0,12.0,40.31,0.12,0.0,0.0,40.43,,,,RDS_ESTIMADO,,,,,
2026-04-18,117.1,24.2,38.1,35.0,10.5,62.9,31.8,17.0,17.0,0.0,0.0,111.7,216.08,,215.0,235.0,,,110.0,142.0,347.9,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,18.5,2.0,13.0,7.5,37.98,0.06,0.0,0.0,38.04,,,,RDS_ESTIMADO,,,,,
2026-04-19,130.2,25.3,37.3,35.1,9.8,68.7,31.8,20.3,20.3,0.0,0.0,120.8,217.81,,215.0,235.0,,,110.0,142.0,349.2,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,19.0,2.0,9.0,5.5,33.98,0.01,0.0,0.0,34.0,4.5,3.6,,PS_REAL,,,,,
2026-04-20,143.9,32.1,39.5,40.5,5.9,70.3,28.9,20.9,20.9,0.0,0.0,120.1,213.01,,215.0,235.0,,,110.0,142.0,355.1,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,16.0,1.0,12.0,6.5,43.158,0.207,0.0,0.0,0.0,5.4,3.7,,PS_REAL,,,,,
2026-04-21,145.9,33.8,39.2,39.9,6.0,71.0,29.6,21.5,21.5,0.0,0.0,122.2,210.26,,215.0,235.0,,,110.0,142.0,347.2,,325.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,14.0,1.0,16.0,8.5,47.065,0.0,0.0,0.0,0.0,4.8,4.3,,PS_REAL,,,,,
2026-04-22,143.6,34.7,35.6,34.8,10.7,70.9,36.6,21.5,21.5,0.6,0.0,129.0,214.63,,,,,,,,339.1,,,,,,,,,,12.0,21.0,16.5,,,,42.698,0.433,0.0,0.0,,5.5,3.5,,PS_REAL,,,,,
2026-04-23,139.1,34.3,35.7,34.3,9.600000000000001,71.4,34.8,19.8,19.8,0.6,0.0,126.0,218.97,,,,,,,,341.0,,,,,,,,,,12.0,22.0,17.0,,,,39.269,0.0,0.0,0.0,,4.9,3.5,,PS_REAL,,,,,
2026-04-24,119.5,35.5,34.9,,6.0,69.7,28.6,21.2,0.0,0.0,0.0,119.5,213.96,,,,,,,,343.8,,,,,,,,,,12.0,24.0,18.0,,,,41.19,0.0,0.009,0.0,,,,,RDS_ESTIMADO,,,,,
2026-04-25,112.6,33.7,34.3,,6.0,64.8,26.6,21.2,0.0,0.0,0.0,112.6,212.08,,,,,,,,335.5,,,,,,,,,,14.0,23.0,18.5,,,,35.938,0.0,0.0,0.518,,,,,RDS_ESTIMADO,,,,,
2026-04-26,137.4,40.3,32.8,27.7,9.6,69.8,37.8,16.2,16.2,2.0,0.0,123.8,211.96,,,,,,,,340.7,,,,,,,,,,12.0,17.0,14.5,,,,29.436,0.0,0.0,1.687,,4.5,6.9,,PS_REAL,,,,,
2026-04-27,156.2,50.0,36.5,34.7,5.7,73.6,31.4,24.5,24.5,1.8,0.0,129.5,208.76,,,,,,,,341.9,,,,,,,,,,7.0,18.0,12.5,,,,38.573,0.0,0.0,1.988,,5.4,8.0,,PS_REAL,,,,,
2026-04-28,151.4,47.3,35.2,29.1,11.2,72.6,38.2,21.8,21.8,2.3,0.0,132.6,208.16,,,,,,,,331.4,,,,,,,,,,10.0,20.0,15.0,,,,35.385,1.26,0.0,2.08,,5.3,4.1,,PS_REAL,,,,,
2026-04-29,143.4,42.8,33.9,29.3,9.2,67.2,40.7,21.0,21.0,3.7,0.0,129.0,204.96,,,,124.75,,,,328.8,,,,,,,,,,12.0,23.0,17.5,,,,33.666,0.079,0.0,1.985,,5.4,3.2,,PS_REAL,,,,,
2026-04-30,126.5,42.3,35.4,,9.8,74.6,30.7,21.2,0.0,0.0,0.0,126.5,205.66,,,,126.26,,,,329.7,,,,,,,,,,8.0,23.0,15.5,,,,34.743,0.0,0.0,2.074,,,,,RDS_ESTIMADO,,,,,
2026-05-01,117.0,40.6,33.6,,9.1,67.9,27.9,21.2,0.0,0.0,0.0,117.0,215.07,,,,137.25,,,,331.9,,,,,,,,,,13.0,25.0,19.0,,,,28.197,0.0,0.0,1.904,,,,,RDS_ESTIMADO,,,,,
2026-05-02,123.4,41.7,34.4,,8.6,72.4,29.8,21.2,0.0,0.0,0.0,123.4,218.94,,,,138.94,,,,352.3,,,,,,,,,,13.0,18.0,15.5,,,,34.902,0.0,0.0,1.889,,,,,RDS_ESTIMADO,,,,,
2026-05-03,139.9,49.3,32.1,30.3,9.6,73.3,37.3,22.3,22.3,3.5,0.0,132.9,224.72,,,,137.96,,,,357.9,,,,,,,,,,5.0,18.0,11.5,,,,35.057,0.0,0.0,1.865,,4.4,3.9,,PS_REAL,,,,,
2026-05-04,150.3,44.1,34.5,35.2,10.0,70.2,41.2,22.2,22.2,3.5,0.0,133.6,223.04,,,,137.77,,,,362.7,,,,,,,,,,10.0,21.0,15.5,,,,37.45,0.0,0.0,1.902,,5.3,4.1,,PS_REAL,,,,,
2026-05-05,147.9,39.0,35.7,34.7,10.6,71.4,39.4,22.9,22.9,2.7,0.0,133.8,225.59,,,,137.06,,,,361.1,,,,,,,,,,13.0,24.0,18.5,,,,38.99,0.032,0.0,2.021,,5.2,4.1,,PS_REAL,,,,,
2026-05-06,140.8,36.9,33.8,34.3,11.8,74.1,36.8,19.7,19.7,0.1,0.0,130.6,232.47,,,,136.23,,,,362.6,,,,,,,,,,19.0,23.0,21.0,,,,38.264,0.088,0.0,2.078,,5.2,4.0,,PS_REAL,,,,,
2026-05-07,145.7,45.9,34.5,31.1,9.9,74.2,38.4,20.6,20.6,1.1,0.0,133.2,232.79,,,,139.4,,,,368.7,,,,,,,,,,15.0,20.0,17.5,,,,36.157,0.0,0.0,1.97,,5.0,4.1,,PS_REAL,,,,,
